mass,value,searchers,targets,walk_type,metric,dc_scaling,predicted_exponent
100000.0,10100000.0,1989,200.0,CRW,MFCT,Constant,0.5
100000.0,10000000.0,1989,200.0,CRW,MFCT,Constant,0.5
100000.0,10100000.0,1989,200.0,CRW,MFCT,Constant,0.5
100000.0,10100000.0,1989,200.0,CRW,MFCT,Constant,0.5
100000.0,10200000.0,1989,200.0,CRW,MFCT,Constant,0.5
100000.0,10300000.0,1989,200.0,CRW,MFCT,Constant,0.5
100000.0,9970236.53,1989,200.0,CRW,MFCT,Constant,0.5
100000.0,10300000.0,1989,200.0,CRW,MFCT,Constant,0.5
100000.0,10200000.0,1989,200.0,CRW,MFCT,Constant,0.5
100000.0,9519230.092,1989,200.0,CRW,MFCT,Constant,0.5
100000.0,10300000.0,1989,200.0,CRW,MFCT,Constant,0.5
100000.0,10400000.0,1989,200.0,CRW,MFCT,Constant,0.5
100000.0,10600000.0,1989,200.0,CRW,MFCT,Constant,0.5
10.0,2584.0,20,80.0,BM,IFCT,Half,-0.5
10.0,7093.0,20,80.0,BM,IFCT,Half,-0.5
10.0,1031.0,20,80.0,BM,IFCT,Half,-0.5
10.0,6577.0,20,80.0,BM,IFCT,Half,-0.5
10.0,3724.0,20,80.0,BM,IFCT,Half,-0.5
10.0,2129.0,20,80.0,BM,IFCT,Half,-0.5
10.0,5523.0,20,80.0,BM,IFCT,Half,-0.5
10.0,6539.0,20,80.0,BM,IFCT,Half,-0.5
10.0,1180.0,20,80.0,BM,IFCT,Half,-0.5
10.0,4721.0,20,80.0,BM,IFCT,Half,-0.5
10.0,4273.0,20,80.0,BM,IFCT,Half,-0.5
10.0,3629.0,20,80.0,BM,IFCT,Half,-0.5
10.0,1800.0,20,80.0,BM,IFCT,Half,-0.5
10.0,2636.0,20,80.0,BM,IFCT,Half,-0.5
10.0,1953.0,20,80.0,BM,IFCT,Half,-0.5
10.0,5503.0,20,80.0,BM,IFCT,Half,-0.5
10.0,4493.0,20,80.0,BM,IFCT,Half,-0.5
10.0,5229.0,20,80.0,BM,IFCT,Half,-0.5
10.0,1347.0,20,80.0,BM,IFCT,Half,-0.5
10.0,1385.0,20,80.0,BM,IFCT,Half,-0.5
10.0,2298.0,20,80.0,BM,IFCT,Half,-0.5
10.0,593.0,20,80.0,BM,IFCT,Half,-0.5
10.0,7466.0,20,80.0,BM,IFCT,Half,-0.5
10.0,2315.0,20,80.0,BM,IFCT,Half,-0.5
10.0,1026.0,20,80.0,BM,IFCT,Half,-0.5
10.0,3696.0,20,80.0,BM,IFCT,Half,-0.5
10.0,1830.0,20,80.0,BM,IFCT,Half,-0.5
10.0,2215.0,20,80.0,BM,IFCT,Half,-0.5
10.0,1083.0,20,80.0,BM,IFCT,Half,-0.5
10.0,838.0,20,80.0,BM,IFCT,Half,-0.5
10.0,6282.0,20,80.0,BM,IFCT,Half,-0.5
10.0,4288.0,20,80.0,BM,IFCT,Half,-0.5
10.0,1685.0,20,80.0,BM,IFCT,Half,-0.5
10.0,9016.0,20,80.0,BM,IFCT,Half,-0.5
10.0,457.0,20,80.0,BM,IFCT,Half,-0.5
10.0,16700.0,20,80.0,BM,IFCT,Half,-0.5
10.0,1898.0,20,80.0,BM,IFCT,Half,-0.5
10.0,2093.0,20,80.0,BM,IFCT,Half,-0.5
10.0,1953.0,20,80.0,BM,IFCT,Half,-0.5
10.0,5924.0,20,80.0,BM,IFCT,Half,-0.5
10.0,3774.0,20,80.0,BM,IFCT,Half,-0.5
10.0,323.0,20,80.0,BM,IFCT,Half,-0.5
10.0,10563.0,20,80.0,BM,IFCT,Half,-0.5
10.0,1612.0,20,80.0,BM,IFCT,Half,-0.5
10.0,2966.0,20,80.0,BM,IFCT,Half,-0.5
10.0,2849.0,20,80.0,BM,IFCT,Half,-0.5
10.0,11720.0,20,80.0,BM,IFCT,Half,-0.5
10.0,4204.0,20,80.0,BM,IFCT,Half,-0.5
10.0,2540.0,20,80.0,BM,IFCT,Half,-0.5
10.0,1938.0,20,80.0,BM,IFCT,Half,-0.5
10.0,441.0,20,80.0,BM,IFCT,Half,-0.5
10.0,2518.0,20,80.0,BM,IFCT,Half,-0.5
10.0,2023.0,20,80.0,BM,IFCT,Half,-0.5
10.0,4199.0,20,80.0,BM,IFCT,Half,-0.5
10.0,1128.0,20,80.0,BM,IFCT,Half,-0.5
10.0,1672.0,20,80.0,BM,IFCT,Half,-0.5
10.0,4775.0,20,80.0,BM,IFCT,Half,-0.5
10.0,4863.0,20,80.0,BM,IFCT,Half,-0.5
10.0,1227.0,20,80.0,BM,IFCT,Half,-0.5
10.0,6186.0,20,80.0,BM,IFCT,Half,-0.5
10.0,96.0,20,80.0,BM,IFCT,Half,-0.5
10.0,3355.0,20,80.0,BM,IFCT,Half,-0.5
10.0,6485.0,20,80.0,BM,IFCT,Half,-0.5
10.0,1616.0,20,80.0,BM,IFCT,Half,-0.5
10.0,1165.0,20,80.0,BM,IFCT,Half,-0.5
10.0,4617.0,20,80.0,BM,IFCT,Half,-0.5
10.0,2243.0,20,80.0,BM,IFCT,Half,-0.5
10.0,11646.0,20,80.0,BM,IFCT,Half,-0.5
10.0,2596.0,20,80.0,BM,IFCT,Half,-0.5
10.0,4021.0,20,80.0,BM,IFCT,Half,-0.5
10.0,7876.0,20,80.0,BM,IFCT,Half,-0.5
10.0,398.0,20,80.0,BM,IFCT,Half,-0.5
10.0,111.0,20,80.0,BM,IFCT,Half,-0.5
10.0,1290.0,20,80.0,BM,IFCT,Half,-0.5
10.0,4789.0,20,80.0,BM,IFCT,Half,-0.5
10.0,1137.0,20,80.0,BM,IFCT,Half,-0.5
10.0,2800.0,20,80.0,BM,IFCT,Half,-0.5
10.0,925.0,20,80.0,BM,IFCT,Half,-0.5
10.0,1300.0,20,80.0,BM,IFCT,Half,-0.5
10.0,1492.0,20,80.0,BM,IFCT,Half,-0.5
10.0,658.0,20,80.0,BM,IFCT,Half,-0.5
10.0,1043.0,20,80.0,BM,IFCT,Half,-0.5
10.0,806.0,20,80.0,BM,IFCT,Half,-0.5
10.0,4612.0,20,80.0,BM,IFCT,Half,-0.5
10.0,5410.0,20,80.0,BM,IFCT,Half,-0.5
10.0,350.0,20,80.0,BM,IFCT,Half,-0.5
10.0,1184.0,20,80.0,BM,IFCT,Half,-0.5
10.0,9291.0,20,80.0,BM,IFCT,Half,-0.5
10.0,11.0,20,80.0,BM,IFCT,Half,-0.5
10.0,868.0,20,80.0,BM,IFCT,Half,-0.5
10.0,6014.0,20,80.0,BM,IFCT,Half,-0.5
10.0,12120.0,20,80.0,BM,IFCT,Half,-0.5
10.0,411.0,20,80.0,BM,IFCT,Half,-0.5
10.0,1469.0,20,80.0,BM,IFCT,Half,-0.5
10.0,1391.0,20,80.0,BM,IFCT,Half,-0.5
10.0,5000.0,20,80.0,BM,IFCT,Half,-0.5
10.0,2803.0,20,80.0,BM,IFCT,Half,-0.5
10.0,580.0,20,80.0,BM,IFCT,Half,-0.5
10.0,559.0,20,80.0,BM,IFCT,Half,-0.5
10.0,654.0,20,80.0,BM,IFCT,Half,-0.5
100.0,1307.0,63,253.0,BM,IFCT,Half,-0.5
100.0,3764.0,63,253.0,BM,IFCT,Half,-0.5
100.0,1293.0,63,253.0,BM,IFCT,Half,-0.5
100.0,2353.0,63,253.0,BM,IFCT,Half,-0.5
100.0,4008.0,63,253.0,BM,IFCT,Half,-0.5
100.0,4907.0,63,253.0,BM,IFCT,Half,-0.5
100.0,4454.0,63,253.0,BM,IFCT,Half,-0.5
100.0,4573.0,63,253.0,BM,IFCT,Half,-0.5
100.0,3527.0,63,253.0,BM,IFCT,Half,-0.5
100.0,1199.0,63,253.0,BM,IFCT,Half,-0.5
100.0,5894.0,63,253.0,BM,IFCT,Half,-0.5
100.0,4836.0,63,253.0,BM,IFCT,Half,-0.5
100.0,1744.0,63,253.0,BM,IFCT,Half,-0.5
100.0,1604.0,63,253.0,BM,IFCT,Half,-0.5
100.0,608.0,63,253.0,BM,IFCT,Half,-0.5
100.0,1103.0,63,253.0,BM,IFCT,Half,-0.5
100.0,352.0,63,253.0,BM,IFCT,Half,-0.5
100.0,2039.0,63,253.0,BM,IFCT,Half,-0.5
100.0,3988.0,63,253.0,BM,IFCT,Half,-0.5
100.0,2563.0,63,253.0,BM,IFCT,Half,-0.5
100.0,565.0,63,253.0,BM,IFCT,Half,-0.5
100.0,1946.0,63,253.0,BM,IFCT,Half,-0.5
100.0,128.0,63,253.0,BM,IFCT,Half,-0.5
100.0,2039.0,63,253.0,BM,IFCT,Half,-0.5
100.0,952.0,63,253.0,BM,IFCT,Half,-0.5
100.0,1898.0,63,253.0,BM,IFCT,Half,-0.5
100.0,1800.0,63,253.0,BM,IFCT,Half,-0.5
100.0,7092.0,63,253.0,BM,IFCT,Half,-0.5
100.0,2318.0,63,253.0,BM,IFCT,Half,-0.5
100.0,2149.0,63,253.0,BM,IFCT,Half,-0.5
100.0,175.0,63,253.0,BM,IFCT,Half,-0.5
100.0,476.0,63,253.0,BM,IFCT,Half,-0.5
100.0,631.0,63,253.0,BM,IFCT,Half,-0.5
100.0,4173.0,63,253.0,BM,IFCT,Half,-0.5
100.0,53.0,63,253.0,BM,IFCT,Half,-0.5
100.0,2991.0,63,253.0,BM,IFCT,Half,-0.5
100.0,1828.0,63,253.0,BM,IFCT,Half,-0.5
100.0,2643.0,63,253.0,BM,IFCT,Half,-0.5
100.0,246.0,63,253.0,BM,IFCT,Half,-0.5
100.0,878.0,63,253.0,BM,IFCT,Half,-0.5
100.0,2156.0,63,253.0,BM,IFCT,Half,-0.5
100.0,203.0,63,253.0,BM,IFCT,Half,-0.5
100.0,3578.0,63,253.0,BM,IFCT,Half,-0.5
100.0,2334.0,63,253.0,BM,IFCT,Half,-0.5
100.0,3098.0,63,253.0,BM,IFCT,Half,-0.5
100.0,3118.0,63,253.0,BM,IFCT,Half,-0.5
100.0,1784.0,63,253.0,BM,IFCT,Half,-0.5
100.0,1024.0,63,253.0,BM,IFCT,Half,-0.5
100.0,3269.0,63,253.0,BM,IFCT,Half,-0.5
100.0,3964.0,63,253.0,BM,IFCT,Half,-0.5
100.0,976.0,63,253.0,BM,IFCT,Half,-0.5
100.0,32.0,63,253.0,BM,IFCT,Half,-0.5
100.0,1618.0,63,253.0,BM,IFCT,Half,-0.5
100.0,332.0,63,253.0,BM,IFCT,Half,-0.5
100.0,2857.0,63,253.0,BM,IFCT,Half,-0.5
100.0,253.0,63,253.0,BM,IFCT,Half,-0.5
100.0,1039.0,63,253.0,BM,IFCT,Half,-0.5
100.0,259.0,63,253.0,BM,IFCT,Half,-0.5
100.0,833.0,63,253.0,BM,IFCT,Half,-0.5
100.0,228.0,63,253.0,BM,IFCT,Half,-0.5
100.0,1737.0,63,253.0,BM,IFCT,Half,-0.5
100.0,405.0,63,253.0,BM,IFCT,Half,-0.5
100.0,3415.0,63,253.0,BM,IFCT,Half,-0.5
100.0,2084.0,63,253.0,BM,IFCT,Half,-0.5
100.0,97.0,63,253.0,BM,IFCT,Half,-0.5
100.0,38.0,63,253.0,BM,IFCT,Half,-0.5
100.0,564.0,63,253.0,BM,IFCT,Half,-0.5
100.0,2868.0,63,253.0,BM,IFCT,Half,-0.5
100.0,137.0,63,253.0,BM,IFCT,Half,-0.5
100.0,396.0,63,253.0,BM,IFCT,Half,-0.5
100.0,3715.0,63,253.0,BM,IFCT,Half,-0.5
100.0,1980.0,63,253.0,BM,IFCT,Half,-0.5
100.0,595.0,63,253.0,BM,IFCT,Half,-0.5
100.0,150.0,63,253.0,BM,IFCT,Half,-0.5
100.0,669.0,63,253.0,BM,IFCT,Half,-0.5
100.0,1088.0,63,253.0,BM,IFCT,Half,-0.5
100.0,376.0,63,253.0,BM,IFCT,Half,-0.5
100.0,1057.0,63,253.0,BM,IFCT,Half,-0.5
100.0,935.0,63,253.0,BM,IFCT,Half,-0.5
100.0,1351.0,63,253.0,BM,IFCT,Half,-0.5
100.0,4121.0,63,253.0,BM,IFCT,Half,-0.5
100.0,2122.0,63,253.0,BM,IFCT,Half,-0.5
100.0,737.0,63,253.0,BM,IFCT,Half,-0.5
100.0,2750.0,63,253.0,BM,IFCT,Half,-0.5
100.0,281.0,63,253.0,BM,IFCT,Half,-0.5
100.0,832.0,63,253.0,BM,IFCT,Half,-0.5
100.0,5731.0,63,253.0,BM,IFCT,Half,-0.5
100.0,1061.0,63,253.0,BM,IFCT,Half,-0.5
100.0,40.0,63,253.0,BM,IFCT,Half,-0.5
100.0,9205.0,63,253.0,BM,IFCT,Half,-0.5
100.0,13917.0,63,253.0,BM,IFCT,Half,-0.5
100.0,12252.0,63,253.0,BM,IFCT,Half,-0.5
100.0,1234.0,63,253.0,BM,IFCT,Half,-0.5
100.0,2082.0,63,253.0,BM,IFCT,Half,-0.5
100.0,2756.0,63,253.0,BM,IFCT,Half,-0.5
100.0,2446.0,63,253.0,BM,IFCT,Half,-0.5
100.0,2906.0,63,253.0,BM,IFCT,Half,-0.5
100.0,2355.0,63,253.0,BM,IFCT,Half,-0.5
100.0,33.0,63,253.0,BM,IFCT,Half,-0.5
100.0,2830.0,63,253.0,BM,IFCT,Half,-0.5
1000.0,439.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,2612.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,1254.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,2310.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,484.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,1622.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,1107.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,961.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,624.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,1262.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,2185.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,885.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,732.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,1493.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,1351.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,2851.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,2643.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,1436.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,2876.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,1652.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,930.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,780.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,47.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,193.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,1004.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,1109.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,1355.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,1068.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,521.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,164.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,474.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,2100.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,222.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,347.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,431.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,340.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,673.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,47.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,24.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,1072.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,501.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,347.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,207.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,867.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,815.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,162.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,3734.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,723.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,2527.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,1035.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,270.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,657.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,5120.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,182.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,174.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,126.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,917.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,1276.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,705.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,743.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,189.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,66.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,1062.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,161.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,998.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,36.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,2216.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,1209.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,1027.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,2728.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,330.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,62.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,1430.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,813.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,340.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,2957.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,1731.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,955.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,242.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,211.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,379.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,651.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,2433.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,2770.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,331.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,730.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,58.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,1291.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,1312.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,24.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,1061.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,4047.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,137.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,184.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,317.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,3020.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,586.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,1451.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,840.0,199,801.0,BM,IFCT,Half,-0.5
1000.0,3.0,199,801.0,BM,IFCT,Half,-0.5
10000.0,1295.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,645.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,339.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,314.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,627.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,582.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,321.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,811.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,388.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,557.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,886.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,1139.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,482.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,424.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,129.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,224.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,124.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,342.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,497.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,1200.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,323.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,187.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,320.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,536.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,665.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,187.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,982.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,5.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,651.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,30.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,216.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,591.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,156.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,318.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,328.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,284.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,354.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,1009.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,320.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,489.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,106.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,99.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,211.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,358.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,86.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,162.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,114.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,892.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,985.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,154.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,179.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,687.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,133.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,75.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,77.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,135.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,407.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,525.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,223.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,25.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,197.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,411.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,213.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,18.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,713.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,121.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,28.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,3.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,74.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,536.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,7.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,69.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,144.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,364.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,1165.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,662.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,398.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,711.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,1540.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,17.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,153.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,96.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,299.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,458.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,296.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,1192.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,189.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,674.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,901.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,351.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,511.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,245.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,224.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,195.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,1870.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,584.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,768.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,103.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,142.0,629,2533.0,BM,IFCT,Half,-0.5
10000.0,1130.0,629,2533.0,BM,IFCT,Half,-0.5
100000.0,21.0,1989,8011.0,BM,IFCT,Half,-0.5
100000.0,432.0,1989,8011.0,BM,IFCT,Half,-0.5
100000.0,90.0,1989,8011.0,BM,IFCT,Half,-0.5
100000.0,119.0,1989,8011.0,BM,IFCT,Half,-0.5
100000.0,33.0,1989,8011.0,BM,IFCT,Half,-0.5
100000.0,92.0,1989,8011.0,BM,IFCT,Half,-0.5
100000.0,75.0,1989,8011.0,BM,IFCT,Half,-0.5
100000.0,14.0,1989,8011.0,BM,IFCT,Half,-0.5
100000.0,113.0,1989,8011.0,BM,IFCT,Half,-0.5
100000.0,31.0,1989,8011.0,BM,IFCT,Half,-0.5
100000.0,96.0,1989,8011.0,BM,IFCT,Half,-0.5
100000.0,229.0,1989,8011.0,BM,IFCT,Half,-0.5
100000.0,178.0,1989,8011.0,BM,IFCT,Half,-0.5
100000.0,239.0,1989,8011.0,BM,IFCT,Half,-0.5
100000.0,131.0,1989,8011.0,BM,IFCT,Half,-0.5
100000.0,359.0,1989,8011.0,BM,IFCT,Half,-0.5
100000.0,136.0,1989,8011.0,BM,IFCT,Half,-0.5
100000.0,216.0,1989,8011.0,BM,IFCT,Half,-0.5
100000.0,74.0,1989,8011.0,BM,IFCT,Half,-0.5
100000.0,82.0,1989,8011.0,BM,IFCT,Half,-0.5
100000.0,171.0,1989,8011.0,BM,IFCT,Half,-0.5
100000.0,15.0,1989,8011.0,BM,IFCT,Half,-0.5
100000.0,193.0,1989,8011.0,BM,IFCT,Half,-0.5
100000.0,494.0,1989,8011.0,BM,IFCT,Half,-0.5
100000.0,92.0,1989,8011.0,BM,IFCT,Half,-0.5
100000.0,114.0,1989,8011.0,BM,IFCT,Half,-0.5
100000.0,434.0,1989,8011.0,BM,IFCT,Half,-0.5
100000.0,256.0,1989,8011.0,BM,IFCT,Half,-0.5
100000.0,263.0,1989,8011.0,BM,IFCT,Half,-0.5
100000.0,17.0,1989,8011.0,BM,IFCT,Half,-0.5
